날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2020-09-10,34.855,19.768,17.493,8.876,3.013,1.353,1.044,1.072,0.845,0.851,0.755,1.003,2.463,3.347,1.004,0.88,0.879,1.073,1.123,1.37,2.37,4.125,1.304,0.891
2020-09-11,0.934,0.866,0.888,0.859,0.89,1.195,0.958,1.037,0.84,0.838,1.134,5.432,0.568,1.148,1.009,1.062,2.223,7.493,37.166,18.011,35.256,41.672,39.052,51.128
2020-09-12,10.8,3.532,7.168,25.417,51.697,64.478,58.182,40.326,33.453,20.809,13.058,11.671,10.821,7.328,7.389,2.871,1.155,1.028,0.815,0.574,0.969,0.763,0.76,0.739
2020-09-13,0.859,0.869,1.054,1.368,1.789,2.281,4.915,3.475,6.948,12.593,15.052,22.066,29.837,30.452,29.364,25.258,19.563,13.442,7.524,4.875,5.193,5.708,4.592,4.784
2020-09-14,5.248,5.657,3.632,2.042,1.728,1.702,1.45,1.263,1.295,0.998,4.344,8.737,8.306,6.78,6.935,3.019,1.652,1.048,0.868,0.88,0.984,1.18,1.9,1.147
2020-09-15,1.101,1.286,0.882,0.882,0.884,0.883,0.982,0.967,0.883,0.886,0.897,2.637,4.84,4.996,3.926,2.216,4.408,5.04,9.224,17.936,19.799,15.669,11.972,9.381
2020-09-16,6.822,9.598,14.507,23.851,20.02,17.302,29.841,26.24,12.496,14.464,22.407,27.621,17.45,8.761,6.41,12.111,11.789,7.197,3.894,11.837,21.485,19.832,6.274,6.598
2020-09-17,9.387,12.063,12.534,15.3,35.061,26.251,30.972,22.694,9.288,2.063,4.936,5.907,6.9,6.787,18.776,14.974,10.798,14.097,37.353,45.76,46.627,60.099,51.677,48.368
2020-09-18,48.909,65.438,61.213,68.164,57.82,60.184,112.576,99.427,75.178,41.796,15.884,4.627,6.031,8.234,17.344,13.554,12.913,28.602,23.035,28.286,30.657,34.793,34.191,20.316
2020-09-19,14.996,18.848,11.859,13.556,15.353,12.695,33.468,26.702,20.196,9.422,6.152,2.862,1.815,1.696,1.629,2.335,4.385,9.61,13.972,17.783,16.897,23.128,35.533,23.47
2020-09-20,35.03,56.721,48.276,38.278,32.181,21.064,27.635,32.654,16.681,13.712,16.732,13.453,9.382,17.678,26.316,15.428,13.56,16.066,28.603,37.611,45.314,55.411,46.232,40.964
2020-09-21,34.463,29.709,30.627,16.276,9.665,8.049,11.318,9.385,4.349,7.365,10.878,13.091,18.904,20.395,20.03,29.546,21.936,15.985,16.273,23.254,30.008,21.204,22.751,46.659
2020-09-22,52.946,70.175,72.126,70.493,62.046,63.672,62.347,85.366,75.957,92.452,106.389,112.156,102.11,84.983,138.843,142.196,149.582,159.377,135.481,113.972,92.586,71.499,73.59,85.995
2020-09-23,100.091,98.068,80.674,87.345,67.855,84.163,60.857,79.582,77.024,72.755,71.609,66.698,67.326,73.195,77.362,101.77,107.065,122.867,119.135,114.235,120.07,124.269,140.625,109.29
2020-09-24,103.558,108.626,103.323,108.476,110.412,106.152,93.684,83.692,71.161,82.6,92.55,98.221,80.922,70.759,70.246,65.91,68.152,65.034,59.949,50.294,38.031,24.698,24.802,24.926
2020-09-25,14.612,14.033,18.588,37.843,44.472,38.298,29.95,26.629,22.421,37.477,52.983,50.545,54.594,42.086,31.632,24.818,24.898,13.816,14.66,11.968,5.405,2.04,1.135,1.499
2020-09-26,3.401,3.5,3.873,2.466,1.045,1.844,2.199,3.429,3.985,6.544,4.797,5.735,11.165,14.91,12.517,13.078,12.008,5.155,1.737,2.982,2.945,2.842,2.534,4.38
2020-09-27,6.73,10.696,14.077,36.377,32.127,41.716,36.309,35.915,49.188,68.512,71.102,69.216,51.874,52.986,53.353,73.429,82.595,49.957,33.732,28.45,34.136,44.701,54.376,41.567
2020-09-28,32.873,38.067,37.419,45.758,41.134,47.208,50.463,47.445,58.02,74.3,73.139,87.262,87.83,72.81,72.13,72.719,60.058,69.565,61.383,50.426,46.288,29.155,22.984,24.721
2020-09-29,23.723,30.342,31.207,33.924,40.266,36.123,39.117,41.735,28.665,26.86,29.979,39.039,40.251,33.369,34.593,36.876,24.174,17.982,19.548,24.394,29.737,27.798,30.592,36.231
2020-09-30,39.473,31.303,29.837,33.223,25.298,32.169,32.744,31.537,28.112,31.629,34.764,34.101,31.492,39.453,45.104,43.422,48.392,48.952,63.57,72.56,61.564,33.262,29.476,28.81
2020-10-01,20.61,15.981,19.919,29.266,13.717,7.585,2.718,1.458,1.563,1.71,3.697,3.56,4.167,3.127,6.131,8.595,8.962,4.478,3.119,3.24,2.227,2.11,1.801,1.541
2020-10-02,0.905,3.173,4.301,0.857,0.745,1.735,1.943,0.769,0.736,0.743,0.745,1.443,3.492,2.198,0.922,0.764,0.738,0.734,0.737,0.74,0.986,0.736,0.915,3.748
2020-10-03,7.221,4.603,4.004,5.382,4.205,1.498,2.601,1.855,1.966,1.864,1.89,1.911,2.622,2.958,2.817,1.937,1.836,1.904,1.635,1.724,1.832,1.877,1.845,1.903
2020-10-04,4.321,4.119,1.796,3.142,8.064,4.032,1.682,4.105,6.08,2.339,2.301,1.654,2.034,2.019,2.504,5.238,16.935,35.365,92.174,140.685,105.101,95.177,130.71,170.179
2020-10-05,159.416,150.973,150.123,148.389,157.767,151.803,185.169,176.163,175.868,148.466,92.569,70.692,56.263,53.288,90.036,134.472,199.396,180.821,170.382,187.849,203.477,195.853,182.793,182.818
2020-10-06,161.646,159.347,128.148,117.514,125.294,142.744,115.254,104.749,114.972,116.956,68.099,51.488,52.619,64.604,60.533,51.852,54.498,44.537,36.804,47.163,39.384,34.051,21.951,23.181
2020-10-07,24.209,29.765,24.696,32.144,50.723,61.765,67.261,57.827,88.339,117.069,117.201,124.898,127.241,137.658,158.745,151.595,150.691,126.959,110.51,95.845,99.469,122.818,140.463,148.98
2020-10-08,156.19,164.205,161.074,160.065,163.267,162.725,168.234,176.881,192.645,204.677,196.127,158.871,125.525,110.579,156.62,200.598,207.133,208.729,187.596,189.851,178.166,163.309,159.654,157.114
2020-10-09,159.254,173.136,172.299,160.717,150.091,146.025,158.911,150.487,171.156,170.135,162.419,148.782,141.354,141.015,133.184,123.607,104.997,94.165,99.36,83.656,71.473,63.446,58.337,50.453
2020-10-10,46.918,50.118,64.843,51.972,43.636,35.583,30.244,20.104,20.45,20.614,17.951,16.543,17.075,21.204,26.428,22.101,18.695,8.759,6.64,6.03,2.132,5.554,12.733,10.949
2020-10-11,11.232,14.144,22.303,19.439,21.947,16.753,19.247,13.729,15.587,19.905,20.072,19.155,18.344,24.414,22.712,17.256,8.041,4.089,0.6,0.679,1.435,1.264,1.774,7.272
2020-10-12,12.653,12.954,6.993,23.46,31.053,36.567,40.802,51.58,64.993,69.102,41.815,46.694,84.213,112.168,125.611,122.52,125.09,116.111,103.835,124.702,98.375,89.739,104.077,124.493
2020-10-13,143.177,138.206,148.782,174.823,187.827,189.541,191.745,187.955,165.157,135.003,110.619,107.639,82.743,70.692,114.95,148.293,148.24,112.986,92.589,95.068,115.178,84.549,70.569,56.755
2020-10-14,49.923,49.939,52.862,51.485,67.29,76.637,87.872,72.549,68.303,59.574,74.761,80.318,69.381,82.442,75.245,58.928,48.262,30.342,35.305,84.457,137.336,102.033,90.25,79.028
2020-10-15,77.127,83.697,83.344,90.361,72.242,75.703,76.763,61.614,57.404,61.899,57.722,56.476,72.608,57.542,53.404,58.885,57.99,40.819,49.006,36.302,36.404,23.481,25.664,15.361
2020-10-16,11.292,13.85,21.587,27.638,27.983,29.823,29.619,34.342,21.689,17.028,22.539,33.298,38.978,46.945,60.854,78.02,52.65,51.283,32.216,18.438,15.445,28.483,25.524,12.253
2020-10-17,9.012,10.952,15.972,19.991,28.539,37.286,49.271,41.242,30.787,51.739,62.339,47.116,37.502,37.674,45.356,47.435,38.53,29.218,25.106,28.375,37.828,42.922,37.926,45.048
2020-10-18,31.559,28.455,28.953,30.457,35.119,36.732,33.289,23.769,13.794,8.083,5.909,12.186,14.998,15.907,13.179,15.949,13.87,16.032,20.767,14.959,17.355,14.448,12.741,22.306
2020-10-19,27.338,19.329,28.944,39.867,84.559,80.609,32.927,27.161,13.871,16.181,9.589,12.053,19.964,21.252,17.016,15.424,21.164,24.319,27.008,33.534,30.801,29.904,23.997,18.439
2020-10-20,19.449,24.896,20.325,28.834,33.102,31.136,36.441,33.815,42.183,47.798,76.254,64.81,64.318,65.195,71.857,64.15,57.987,64.984,56.644,40.411,30.402,27.815,33.117,20.372
2020-10-21,20.476,25.815,21.848,21.159,12.727,2.376,4.801,4.042,10.36,8.501,3.405,6.265,4.375,3.299,8.633,39.145,45.128,99.11,118.907,107.006,75.329,68.716,57.569,50.466
2020-10-22,44.963,61.982,66.74,81.481,111.092,140.524,144.222,146.788,126.281,112.338,113.404,104.893,79.56,78.63,98.459,119.577,145.928,173.01,184.132,207.783,225.314,226.511,229.193,219.175
2020-10-23,225.669,225.608,203.922,181.382,180.953,185.621,199.019,206.433,207.971,173.92,111.279,91.305,95.115,90.72,123.978,171.936,177.726,191.913,179.333,168.463,155.595,201.232,210.623,209.333
2020-10-24,180.19,182.168,177.133,192.35,186.694,185.107,168.394,153.378,143.091,137.816,79.578,53.839,35.396,30.64,60.279,101.612,173.287,199.317,192.255,147.917,146.821,134.1,142.884,135.129
2020-10-25,116.811,114.954,109.753,107.763,103.987,112.594,82.611,58.875,54.955,65.561,72.188,79.733,45.09,28.019,44.646,41.396,44.189,34.856,47.592,60.154,96.973,120.313,89.819,99.109
2020-10-26,59.829,37.261,58.467,66.098,81.819,83.163,64.684,50.566,42.128,26.777,25.971,21.089,22.703,25.65,32.715,38.415,33.433,24.701,27.696,24.096,30.702,26.305,26.749,16.102
2020-10-27,11.915,15.273,22.348,22.405,37.624,42.217,36.919,31.185,11.744,5.494,6.34,5.406,9.719,6.54,2.039,2.205,1.365,1.769,0.294,0.494,2.537,9.624,11.182,13.148
2020-10-28,11.955,11.122,38.884,52.827,71.851,93.553,96.831,85.414,85.882,45.021,21.166,20.724,26.763,34.476,40.253,37.621,59.164,125.28,116.506,115.652,120.766,141.256,154.249,182.667
2020-10-29,187.415,176.275,156.105,143.869,142.232,116.505,101.707,95.237,100.275,101.467,84.501,62.634,58.551,74.814,55.267,69.526,97.744,105.022,120.218,114.113,129.769,120.348,103.859,111.383
2020-10-30,104.447,85.633,96.509,104.589,123.925,102.158,101.547,114.903,93.697,84.292,71.061,61.636,44.361,55.643,47.79,37.285,24.211,21.357,16.9,26.601,51.125,62.99,57.485,50.213
2020-10-31,50.053,35.499,26.449,24.678,18.921,19.982,26.964,20.352,27.91,38.395,33.541,31.469,28.662,24.451,20.242,16.972,8.896,2.106,3.642,4.121,0.97,1.477,1.819,9.714
2020-11-01,19.773,26.066,16.459,18.844,14.441,5.62,1.341,1.138,1.176,7.532,15.592,5.835,2.751,8.176,12.185,5.432,2.068,3.649,6.674,11.477,21.863,15.703,7.619,7.018
2020-11-02,8.765,1.967,3.873,8.48,21.361,38.924,43.924,60.971,57.669,60.023,44.124,28.302,30.23,32.778,33.109,46.24,45.491,55.046,58.986,69.118,83.763,87.888,96.151,66.907
2020-11-03,58.824,37.22,38.528,48.611,52.009,61.536,124.313,151.878,170.772,180.881,125.042,72.8,41.129,43.631,69.003,127.469,166.28,164.008,154.828,160.709,145.002,159.534,169.342,158.453
2020-11-04,147.429,122.303,120.328,100.103,92.117,108.5,122.663,130.529,118.788,110.497,85.841,48.879,27.932,26.629,61.033,54.392,58.435,45.024,40.033,47.843,46.22,49.672,48.594,45.887
2020-11-05,48.505,39.605,47.752,27.891,19.967,19.704,9.757,4.611,2.911,2.121,1.243,2.34,4.275,6.525,4.637,6.799,4.968,2.646,6.649,7.631,10.198,16.281,15.573,6.574
2020-11-06,5.403,8.295,12.874,7.911,23.463,26.469,27.147,24.895,20.058,10.863,7.887,11.489,11.319,2.621,1.52,1.201,1.743,2.425,1.555,1.161,1.044,1.23,3.422,5.409
2020-11-07,10.445,3.072,8.25,22.792,47.273,54.178,43.603,39.986,24.999,19.799,22.607,17.418,8.663,9.753,19.91,50.685,61.016,66.119,63.553,63.105,51.4,52.582,63.034,63.446
2020-11-08,75.904,74.524,57.221,82.596,61.059,71.997,60.76,73.096,65.679,95.204,71.707,46.175,37.762,30.723,95.52,152.972,174.657,174.699,174.521,167.5,154.879,166.141,163.06,151.499
2020-11-09,154.658,152.939,159.516,162.224,168.212,187.077,153.059,137.069,146.453,157.001,130.071,100.157,82.164,80.618,80.523,58.124,57.993,66.442,78.078,77.431,95.563,81.366,52.849,35.058
2020-11-10,41.593,34.372,35.842,46.486,46.534,40.126,23.982,12.353,8.475,18.619,18.894,22.93,32.398,56.61,78.497,78.371,62.922,56.405,71.352,116.175,97.179,86.776,62.118,58.787
2020-11-11,49.268,43.767,28.526,23.122,20.894,21.05,25.619,23.192,20.139,18.548,16.998,9.972,6.951,8.01,10.211,10.54,8.986,5.96,8.744,11.171,9.735,2.92,1.71,3.679
2020-11-12,7.74,9.428,10.912,15.192,26.443,22.072,18.729,19.133,13.196,10.112,10.368,7.978,13.36,19.267,23.336,17.598,14.196,12.924,7.473,5.141,4.387,3.698,3.68,9.633
2020-11-13,11.064,12.798,19.997,23.12,25.228,31.993,24.258,34.594,29.544,49.164,63.342,81.659,68.363,68.757,61.783,47.772,66.199,78.02,80.512,69.064,69.654,66.558,57.708,47.515
2020-11-14,34.249,31.95,20.55,16.912,21.711,25.856,33.804,37.011,32.986,41.127,67.919,67.696,58.248,51.745,38.678,32.081,22.47,18.871,15.059,6.243,3.133,6.064,1.894,10.924
2020-11-15,18.094,10.033,3.952,4.814,5.33,4.221,10.908,19.691,13.426,9.381,9.009,9.435,6.747,6.095,3.515,2.657,1.931,1.563,1.057,1.564,2.936,1.869,3.329,3.861
2020-11-16,8.57,12.514,16.021,15.232,21.805,31.692,37.917,39.836,31.483,26.952,13.686,3.109,1.523,1.479,0.486,2.295,3.806,0.69,0.476,1.914,11.707,11.364,14.739,19.785
2020-11-17,8.496,4.029,8.923,6.38,6.391,10.946,10.332,22.302,33.591,33.31,36.755,44.523,49.791,49.604,57.578,61.603,53.295,38.152,46.35,51.345,41.701,62.735,88.551,90.712
2020-11-18,102.148,130.164,119.004,115.314,114.621,103.771,88.445,73.136,88.032,135.416,149.59,137.653,162.337,183.161,177.223,164.369,139.002,147.557,180.659,194.553,186.438,194.37,189.221,179.308
2020-11-19,184.195,179.069,164.255,149.906,151.734,143.93,148.755,167.17,167.245,170.1,187.494,163.8,154.626,146.52,96.779,118.536,127.83,164.17,169.998,162.356,171.133,179.35,179.371,167.524
2020-11-20,154.429,141.411,115.388,98.184,113.378,121.016,129.236,147.347,157.879,157.353,156.968,117.984,72.622,136.636,175.28,178.659,186.513,180.053,181.463,178.927,181.57,153.023,156.022,140.928
2020-11-21,98.312,89.568,60.741,45.654,34.419,18.955,10.132,13.075,11.861,8.908,17.854,36.931,29.334,28.276,34.417,32.173,12.868,9.83,21.466,12.187,12.964,33.303,11.834,11.025
2020-11-22,24.225,13.744,9.959,13.229,10.695,1.435,1.495,42.095,75.205,60.291,42.87,68.117,93.709,141.07,168.329,171.211,191.415,166.936,164.042,191.716,173.889,157.061,156.71,169.61
2020-11-23,190.412,192.457,194.13,187.241,184.297,160.757,136.196,139.183,138.797,123.837,125.897,150.112,158.654,156.342,141.182,132.063,129.964,124.038,137.08,142.499,145.414,154.463,150.02,144.637
2020-11-24,128.204,117.217,98.139,125.916,126.873,129.3,110.022,123.294,107.448,99.236,70.01,61.243,61.788,57.042,79.823,107.516,67.135,66.592,91.639,107.319,83.005,93.891,99.385,108.746
2020-11-25,94.673,86.572,83.038,100.937,113.792,84.557,95.285,93.434,79.487,69.385,45.445,45.519,30.684,33.448,68.439,98.404,71.477,64.495,63.275,53.684,73.741,70.366,65.987,64.403
2020-11-26,50.093,52.809,65.269,65.325,61.911,53.791,44.69,50.917,49.338,49.099,41.217,45.757,37.171,27.826,35.264,36.41,42.627,47.817,56.655,58.038,48.554,53.899,72.038,96.341
2020-11-27,79.69,86.283,93.343,82.001,113.22,157.553,149.076,145.091,140.592,132.915,140.225,160.683,186.521,190.068,166.747,196.567,212.536,204.435,184.333,184.671,172.501,167.876,164.684,168.796
2020-11-28,157.683,162.261,168.403,170.395,174.282,170.958,152.749,138.072,131.025,149.153,161.48,169.721,190.306,187.22,176.528,169.133,172.863,174.358,161.95,148.671,168.587,170.151,159.088,132.594
2020-11-29,122.516,115.855,104.232,70.047,84.939,78.334,81.394,70.795,48.666,62.571,70.751,75.345,76.901,110.982,110.378,111.686,105.14,105.339,91.282,93.638,84.647,73.571,72.164,70.859
2020-11-30,48.083,27.856,37.46,46.011,37.624,35.487,24.471,25.074,25.376,38.696,42.057,38.449,33.233,43.065,74.684,97.657,91.857,101.581,145.238,171.609,156.834,129.262,118.03,117.637
2020-12-01,108.469,109.502,100.745,108.825,120.077,112.858,96.84,85.624,71.052,44.508,33.336,20.992,19.523,27.491,26.663,33.132,33.297,24.053,29.478,28.058,33.263,29.39,31.192,36.752
2020-12-02,28.037,49.797,57.914,58.952,71.683,89.464,63.902,53.854,26.74,22.305,31.515,30.505,33.866,45.586,67.169,106.633,97.107,94.41,119.743,149.515,157.953,170.334,172.364,160.006
2020-12-03,150.99,153.258,171.029,164.402,156.372,174.285,128.493,118.719,110.156,95.174,130.259,126.914,99.498,82.11,92.401,118.713,133.996,152.393,165.106,166.391,171.888,163.321,123.672,162.711
2020-12-04,203.72,179.969,152.625,151.976,156.898,166.609,159.266,170.411,152.858,164.169,132.4,114.704,140.648,151.768,174.022,165.95,150.2,125.564,108.391,112.679,101.771,87.778,74.905,97.346
2020-12-05,100.661,94.815,83.639,70.313,70.106,53.86,88.553,126.351,73.921,68.561,67.698,52.399,55.621,51.449,59.372,61.282,57.125,62.866,59.852,45.622,54.171,47.471,37.809,35.927
2020-12-06,53.498,70.386,85.265,80.229,63.244,50.938,59.571,61.737,62.542,53.784,50.188,56.948,47.863,73.182,68.65,59.367,42.561,40.609,44.486,55.489,62.83,76.765,72.237,96.671
2020-12-07,93.925,79.758,93.477,93.962,97.37,96.03,85.899,76.392,56.832,41.956,28.071,25.315,23.524,25.77,20.635,39.959,25.537,26.314,56.721,63.89,51.893,47.679,43.776,39.937
2020-12-08,39.654,87.546,82.71,67.034,82.3,78.501,70.458,43.789,38.044,36.564,39.707,38.211,57.17,59.236,61.09,64.272,60.416,67.357,68.857,91.272,96.863,71.645,88.947,106.585
2020-12-09,109.687,117.732,101.838,94.899,91.986,91.277,71.734,42.252,26.254,11.858,17.107,17.067,8.985,5.007,4.26,5.145,6.668,12.222,19.341,11.789,3.052,1.98,6.302,2.483
2020-12-10,2.008,15.232,17.51,18.325,22.955,32.799,28.696,40.324,63.597,74.595,97.604,49.345,50.351,57.748,29.191,22.057,33.775,54.352,69.013,64.898,57.817,39.307,36.875,22.049
2020-12-11,20.407,18.838,16.677,25.508,33.371,28.283,22.416,17.876,11.31,7.942,8.699,6.986,7.305,5.325,3.081,2.087,1.719,2.808,6.787,7.176,8.98,9.024,8.088,23.263
2020-12-12,35.302,65.978,67.076,98.909,96.267,140.967,130.475,108.131,116.352,153.938,163.257,155.298,86.786,103.292,175.153,145.2,69.287,59.721,64.861,37.418,26.209,25.337,26.329,27.182
2020-12-13,24.086,17.833,18.377,33.648,28.168,44.549,29.446,7.554,2.962,2.678,0.981,1.782,11.747,16.764,53.433,105.662,153.915,179.682,192.533,210.992,204.168,211.241,213.972,198.433
2020-12-14,189.199,177.24,185.729,183.241,181.557,164.978,161.724,169.238,171.536,172.448,158.528,151.161,163.994,174.532,173.904,184.744,178.28,170.744,154.121,159.637,186.592,174.443,151.879,139.19
2020-12-15,132.531,122.082,112.178,107.999,92.203,87.204,82.672,95.957,103.706,110.757,101.561,124.157,102.324,107.767,136.826,151.478,140.124,92.416,62.637,53.122,36.694,29.098,30.218,28.215
2020-12-16,30.033,56.401,49.695,52.799,44.056,54.615,74.044,79.496,86.496,113.553,126.492,132.505,153.906,172.397,176.03,195.461,208.645,215.988,192.461,149.265,124.182,96.792,92.752,87.563
2020-12-17,105.78,106.858,110.861,128.533,131.493,151.325,144.927,122.081,100.415,89.543,67.2,70.947,70.054,70.082,58.35,39.946,38.306,36.957,39.196,36.287,25.336,21.717,16.788,12.723
2020-12-18,20.719,21.097,25.953,33.355,32.415,33.469,18.42,16.774,15.965,13.514,16.021,18.257,48.066,100.251,99.069,99.433,111.581,126.749,116.069,131.629,149.019,157.875,152.333,130.222
2020-12-19,110.846,170.538,179.645,165.996,175.993,203.457,202.3,194.812,197.056,201.139,206.785,158.491,123.16,113.526,124.074,180.658,172.572,146.16,155.306,165.393,185.926,170.801,136.936,140.888
2020-12-20,139.155,128.421,119.72,116.586,104.266,112.642,108.864,102.613,78.604,47.479,37.94,40.652,41.897,37.793,63.843,92.206,104.064,93.558,93.28,84.371,82.204,68.055,72.109,59.723
2020-12-21,74.899,85.542,84.533,83.483,80.583,63.124,41.638,25.325,19.482,20.411,15.459,13.414,14.065,23.82,39.763,30.369,32.91,29.706,27.018,22.976,25.565,28.275,18.817,5.522
2020-12-22,10.867,8.092,11.032,7.615,8.348,8.013,9.792,3.339,2.745,4.381,4.272,9.007,21.721,30.677,23.771,20.376,36.881,36.061,27.827,29.988,33.021,19.088,15.231,7.715
2020-12-23,7.068,6.238,2.173,1.919,3.595,3.836,5.446,12.234,6.142,2.115,1.534,4.621,13.586,24.427,20.429,21.789,6.952,7.145,4.944,1.23,2.597,1.848,3.149,2.385
2020-12-24,1.342,1.227,3.272,19.527,35.498,62.854,83.821,88.578,98.722,76.569,95.295,151.356,166.777,163.776,164.347,180.054,193.019,163.926,149.449,138.782,143.449,168.486,155.406,150.801
2020-12-25,165.708,168.299,163.45,163.805,138.577,133.134,115.182,120.861,155.97,146.847,155.783,140.393,135.051,156.226,162.277,143.836,123.774,90.192,58.174,40.345,35.923,51.453,44.826,27.434
2020-12-26,29.408,23.17,14.564,29.929,22.692,11.744,15.779,9.761,6.078,3.885,2.757,1.118,1.264,2.458,3.501,4.464,3.606,2.059,1.986,6.179,8.137,13.076,16.954,13.423
2020-12-27,8.774,7.654,8.528,7.577,11.702,15.144,7.605,9.776,8.936,17.177,19.059,33.25,54.19,60.361,55.905,38.397,19.493,26.455,74.41,122.247,136.604,103.351,64.314,38.034
2020-12-28,22.974,23.66,27.504,30.042,55.572,70.308,52.972,49.946,35.402,27.284,28.329,27.322,31.358,27.689,15.391,5.566,4.76,3.292,13.436,18.158,5.226,4.787,2.562,3.881
2020-12-29,3.463,1.424,2.434,5.009,23.692,54.324,43.611,31.521,17.18,11.247,12.678,9.245,11.174,9.825,4.643,28.127,115.072,217.95,224.175,237.006,230.044,220.312,191.048,182.426
2020-12-30,184.733,181.574,155.772,145.245,141.604,142.96,126.114,119.958,132.062,150.379,142.769,143.737,150.077,145.268,155.737,143.99,147.738,144.204,145.143,149.025,138.405,133.934,127.105,140.75
2020-12-31,158.595,172.882,185.123,185.999,181.335,170.309,164.587,160.433,162.217,137.947,112.72,87.541,96.788,107.185,123.821,120.403,143.176,142.826,154.838,154.412,141.651,148.983,151.669,142.14
2021-01-01,134.816,117.334,112.017,81.05,69.123,69.137,46.453,39.727,44.06,34.539,35.527,18.087,21.431,25.581,32.347,29.92,26.83,22.142,27.144,17.53,15.227,12.927,24.354,24.841
2021-01-02,47.754,69.486,85.152,70.009,69.899,79.163,72.652,66.204,54.307,49.783,47.008,70.697,74.31,83.546,95.088,135.168,160.113,163.4,164.998,160.175,134.535,141.554,130.126,141.121
2021-01-03,117.07,108.048,102.028,91.148,73.791,100.438,109.34,90.717,66.285,92.608,95.467,85.502,86.366,103.577,111.284,118.202,125.96,103.378,57.321,62.156,85.141,57.275,54.945,44.757
2021-01-04,48.858,50.591,51.488,64.171,62.524,64.073,50.633,39.134,30.032,11.598,19.121,40.208,39.934,32.233,24.374,13.088,7.78,3.997,1.418,2.937,3.652,6.725,7.323,13.119
2021-01-05,25.825,21.822,22.562,39.527,27.665,32.463,42.415,68.045,115.612,177.037,166.11,194.239,198.417,192.149,194.251,165.817,167.7,196.852,157.467,132.595,134.446,116.33,110.896,109.045
2021-01-06,98.636,110.368,134.932,129.139,127.664,108.121,86.28,76.087,68.914,66.233,62.156,63.231,89.53,98.867,111.129,119.661,135.604,135.357,107.277,105.424,91.214,83.753,105.563,140.656
2021-01-07,194.391,185.745,169.012,155.46,150.447,129.405,127.059,134.591,137.353,151.111,154.493,159.728,171.558,178.717,179.945,176.68,152.979,144.187,131.719,136.721,121.82,94.369,100.356,120.962
2021-01-08,121.409,134.05,162.147,159.177,148.636,146.42,140.312,146.582,138.513,141.241,136.25,123.397,121.695,127.581,133.186,147.816,140.16,148.015,140.806,164.899,178.793,170.464,167.9,146.134
2021-01-09,133.966,131.408,121.717,92.411,91.988,102.245,115.605,123.188,103.886,119.923,135.458,132.323,151.944,184.451,163.543,165.623,159.863,155.243,157.967,160.42,164.37,143.575,102.377,75.593
2021-01-10,67.236,64.148,62.541,66.809,55.251,34.94,30.526,22.842,32.993,32.561,24.052,31.191,54.484,80.864,107.168,112.899,111.533,115.488,114.147,118.043,95.021,81.738,59.597,53.94
2021-01-11,34.737,25.543,22.535,22.486,25.827,34.2,21.616,6.186,3.839,26.867,28.618,15.941,16.26,32.908,28.978,18.425,8.734,9.771,23.898,20.753,25.719,38.832,53.668,80.977
2021-01-12,119.495,162.757,161.052,140.355,153.882,138.473,113.183,101.645,72.363,35.598,30.21,31.326,22.006,34.852,34.331,49.738,38.924,54.321,60.097,48.852,49.926,47.737,43.44,45.356
2021-01-13,56.236,49.649,44.489,42.785,50.147,48.529,49.697,53.728,67.017,65.317,66.567,85.943,107.273,98.331,101.387,110.675,97.253,77.188,67.726,69.289,60.262,47.881,33.746,28.047
2021-01-14,36.54,40.24,33.419,33.51,20.946,15.043,5.626,2.279,1.924,0.896,1.746,1.186,2.193,12.634,36.668,50.288,49.811,47.238,40.511,48.069,63.929,76.176,84.849,96.827
2021-01-15,119.873,147.292,122.565,101.516,112.029,116.979,100.226,95.217,113.115,116.476,125.715,114.451,127.503,134.573,113.301,95.46,83.685,62.087,62.415,52.041,46.363,67.188,137.599,203.956
2021-01-16,199.003,187.414,211.186,227.204,220.333,230.606,212.428,198.393,196.146,196.861,197.296,198.656,190.582,173.309,198.984,197.9,188.247,189.464,193.48,193.466,178.738,174.913,167.582,170.676
2021-01-17,171.101,187.574,188.289,177.773,166.274,151.608,146.797,140.254,138.794,140.461,164.689,171.261,159.578,146.154,136.038,122.125,114.186,102.07,87.119,68.955,51.779,28.008,15.46,5.728
2021-01-18,10.455,18.019,23.82,41.277,65.604,79.783,78.16,73.749,81.482,104.276,115.764,119.287,146.633,137.612,134.683,158.303,155.082,150.106,142.551,161.097,159.899,169.736,178.6,173.957
2021-01-19,166.431,140.473,108.117,101.639,93.844,100.052,94.43,102.145,139.889,134.033,126.564,110.506,102.97,73.009,74.048,60.37,43.859,31.329,24.835,19.262,13.349,3.533,1.689,2.313
2021-01-20,2.153,3.053,4.771,5.835,2.921,1.191,2.86,6.994,14.721,7.558,19.916,22.572,32.529,25.111,20.472,28.756,15.163,11.653,15.128,22.119,25.276,17.711,20.29,27.341
2021-01-21,29.509,26.814,16.588,12.045,18.513,20.848,18.859,18.638,19.009,17.854,26.689,29.605,25.362,36.252,31.321,34.751,22.194,15.865,18.535,20.541,24.582,27.693,39.527,33.074
2021-01-22,34.731,52.588,38.764,37.747,34.634,22.025,24.224,32.557,31.935,14.879,6.414,3.497,12.284,15.618,13.691,22.175,24.628,25.966,31.373,32.293,23.796,21.018,21.778,15.038
